1.001000000000000000e+03 nan
1.006513530585970670e+03 2.868510822768469907e-18
1.012027061171941227e+03 -2.223758870641071562e-18
1.017540591757911898e+03 1.389749479374029192e-18
1.023054122343882568e+03 -1.621471772553351205e-18
1.028567652929853239e+03 -5.743411018886675740e-20
1.034081183515823795e+03 -2.583305293061317673e-18
1.039594714101794352e+03 -1.153717006127037251e-18
1.045108244687765136e+03 -2.916076922714373719e-18
1.050621775273735693e+03 1.365840113716546476e-18
1.056135305859706250e+03 1.357846589003850082e-18
1.061648836445677034e+03 4.918958601082400793e-18
1.067162367031647591e+03 -5.804738973772017374e-20
1.072675897617618375e+03 -6.575057696572000869e-18
1.078189428203588932e+03 -2.992334602353098506e-18
1.083702958789559489e+03 -3.546145510688972900e-18
1.089216489375530273e+03 -3.339382295449532267e-18
1.094730019961500830e+03 -2.516012356048650075e-18
1.100243550547471386e+03 4.777355626415914415e-18
1.105757081133442171e+03 -1.992796372455342227e-19
1.111270611719412727e+03 1.705354102283946784e-18
1.116784142305383284e+03 1.606495401049450334e-18
1.122297672891354068e+03 9.239383516047327744e-19
1.127811203477324625e+03 -1.600242533962182422e-18
1.133324734063295182e+03 1.592735300744166573e-18
1.138838264649265966e+03 1.069219947257844677e-18
1.144351795235236523e+03 1.196940255457092604e-18
1.149865325821207080e+03 -2.423619294707977469e-18
1.155378856407177864e+03 5.093980100701338348e-18
1.160892386993148421e+03 4.960402817559034781e-18
1.166405917579118977e+03 1.612326813905244374e-18
1.171919448165089761e+03 -2.394822882234312451e-18
1.177432978751060318e+03 -3.158534163788808194e-19
1.182946509337030875e+03 1.421228863323996514e-18
1.188460039923001659e+03 -3.377705700616875953e-18
1.193973570508972216e+03 5.988289489282990709e-18
1.199487101094942773e+03 3.486208592429053163e-18
1.205000631680913557e+03 1.091561803898212630e-18
1.210514162266884114e+03 5.331434894877454890e-18
1.216027692852854670e+03 1.545920589375933744e-18
1.221541223438825455e+03 1.572625836258322858e-18
1.227054754024796011e+03 5.921328849984181265e-18
1.232568284610766796e+03 1.258378429611966622e-18
1.238081815196737352e+03 -2.480040123119809885e-18
1.243595345782707909e+03 -1.644721181509246379e-18
1.249108876368678693e+03 8.131549135176948479e-18
1.254622406954649250e+03 2.876791833048306855e-18
1.260135937540619807e+03 3.829853028980281155e-18
1.265649468126590591e+03 -6.778945328963096575e-19
1.271162998712561148e+03 2.880305813903433961e-18
1.276676529298531932e+03 4.748447660441645534e-18
1.282190059884502489e+03 2.993399478334287345e-18
1.287703590470473046e+03 1.679363163265343521e-18
1.293217121056443830e+03 5.540123201736915221e-18
1.298730651642414387e+03 4.979712061023185128e-18
1.304244182228384943e+03 -5.883811217732789191e-19
1.309757712814355727e+03 -3.155668055213605439e-19
1.315271243400326284e+03 2.602391868614854326e-18
1.320784773986296841e+03 1.639433927744488264e-18
1.326298304572267625e+03 1.330719909241628048e-19
1.331811835158238182e+03 3.003766883831937962e-18
1.337325365744208739e+03 4.251396210491382472e-18
